region,disease,data,val
central america,gonadal_carcinoma,upper,239
central america,unspecified_gonadal,incidence,36
central america,unspecified_gonadal,lower,13
central america,unspecified_gonadal,upper,90
south america,germ_cell_tumours,incidence,757
south america,germ_cell_tumours,lower,591
south america,germ_cell_tumours,upper,935
south america,cns_germ_cell,incidence,87
south america,cns_germ_cell,lower,47
south america,cns_germ_cell,upper,128
south america,other_extragonadal,incidence,131
south america,other_extragonadal,lower,71
south america,other_extragonadal,upper,196
south america,gonadal_germ_cell,incidence,426
south america,gonadal_germ_cell,lower,283
south america,gonadal_germ_cell,upper,554
south america,gonadal_carcinoma,incidence,58
south america,gonadal_carcinoma,lower,30
south america,gonadal_carcinoma,upper,93
south america,unspecified_gonadal,incidence,55
south america,unspecified_gonadal,lower,34
south america,unspecified_gonadal,upper,84
oceania,germ_cell_tumours,incidence,25
oceania,germ_cell_tumours,lower,9
oceania,germ_cell_tumours,upper,47
oceania,cns_germ_cell,incidence,7
oceania,cns_germ_cell,lower,1
oceania,cns_germ_cell,upper,19
oceania,other_extragonadal,incidence,7
oceania,other_extragonadal,lower,1
oceania,other_extragonadal,upper,16
oceania,gonadal_germ_cell,incidence,9
oceania,gonadal_germ_cell,lower,1
oceania,gonadal_germ_cell,upper,22
oceania,gonadal_carcinoma,incidence,1
oceania,gonadal_carcinoma,lower,0
oceania,gonadal_carcinoma,upper,3
oceania,unspecified_gonadal,incidence,0
oceania,unspecified_gonadal,lower,0
oceania,unspecified_gonadal,upper,2
australia/new zealand,germ_cell_tumours,incidence,28
australia/new zealand,germ_cell_tumours,lower,13
australia/new zealand,germ_cell_tumours,upper,44
australia/new zealand,cns_germ_cell,incidence,7
australia/new zealand,cns_germ_cell,lower,1
australia/new zealand,cns_germ_cell,upper,15
australia/new zealand,other_extragonadal,incidence,8
australia/new zealand,other_extragonadal,lower,2
australia/new zealand,other_extragonadal,upper,16
australia/new zealand,gonadal_germ_cell,incidence,12
australia/new zealand,gonadal_germ_cell,lower,3
australia/new zealand,gonadal_germ_cell,upper,22
australia/new zealand,gonadal_carcinoma,incidence,1
australia/new zealand,gonadal_carcinoma,lower,0
australia/new zealand,gonadal_carcinoma,upper,3
australia/new zealand,unspecified_gonadal,incidence,0
australia/new zealand,unspecified_gonadal,lower,0
australia/new zealand,unspecified_gonadal,upper,2
